	src	mt	score
1297	It provides a range of music options with a library of over 72 million songs, including both Arabic and international music.	Es bietet eine Reihe von Musikoptionen mit einer Bibliothek von über 72 Millionen Songs, einschließlich sowohl arabischer als auch internationaler Musik.	0.0
1298	Led by head coach Kyle Neptune in his second year as a head coach, the Wildcats played their home games at the Finneran Pavilion on the school's campus in the Philadelphia suburb of Villanova, Pennsylvania and Wells Fargo Center as members of the Big East Conference.	Die Wildcats spielten ihre Heimspiele im Finneran Pavilion auf dem Campus der Schule im Philadelphia Vorort Villanova, Pennsylvania und im Wells Fargo Center als Mitglieder der Big East Conference.	-10.0
1299	As industry insiders read and responded to Clark's articles, it led to his first job in the bowling business as Chief Marketing Officer for the United States Bowling Congress (USBC) in 2005.	Als Insider der Branche Clarks Artikel gelesen und beantworteten, führte dies zu seinem ersten Job im Bowling-Geschäft als Chief Marketing Officer für den United States Bowling Congress (USBC) im Jahr 2005.	-16.0
1300	The proposed reforms involved increasing the level of independent scrutiny of Home Office migration policies, and a further promise of reconciliation events with families of the scandal's victims.	Die vorgeschlagenen Reformen beinhalten die Erhöhung des Grades der unabhängigen Kontrolle der Migrationspolitik des Innenministeriums und ein weiteres Versprechen von Versöhnungsveranstaltungen mit Familien der Opfer des Skandals.	-6.0
1301	Teachers at Creativity Explored assist artists with advice and art supplies on an individual basis; artists rotate through teachers, leaving uncompleted work with each teacher.	Lehrer bei Creativity Explored helfen Künstlern auf individueller Basis mit Ratschlägen und Kunstmaterialien; Künstler drehen sich durch Lehrer und lassen unvollständige Arbeiten mit jedem Lehrer.	-6.0
1302	The game takes place in an alternate history where, one hundred years prior to the present, humanity began developing various superpowers, that were used to both better and hurt society.	Das Spiel findet in einer alternativen Geschichte statt, wo die Menschheit hundert Jahre vor der Gegenwart verschiedene Supermächte entwickeln begann, die sowohl für eine bessere als auch für eine schädliche Gesellschaft verwendet wurden.	-15.0
1303	Comedic elements were handled by Kenny, with support from Rickson and Allwin, adding levity and humor to the performance.	Komische Elemente wurden von Kenny mit Unterstützung von Rickson und Allwin behandelt, was der Leistung Leichtigkeit und Humor hinzufügte.	-15.0
1304	Trains stop at Benfica Station at approximately 15-minute intervals on weekends and off-peak periods on weekdays.	Die Züge halten am Bahnhof Benfica am Wochenende etwa 15 Minuten und am Wochentag außerhalb der Hochzeiten.	-10.0
1305	The League also wants to set up a paediatric ward and carry out further renovation work and the purchase of new equipment for Pszczyna hospital.	Die Liga will auch eine Kinderhochschule aufbauen und weitere Sanierungsarbeiten und den Kauf neuer Ausrüstung für das Krankenhaus Pszczyna durchführen.	-6.0
1306	The women's 3000 metres steeplechase event at the 2021 Summer World University Games was held on 4 August 2023 at the Shuangliu Sports Centre Stadium in Chengdu, China.	Bei den Olympischen Sommerspielen 2021 fand am 4. August 2023 im Shuangliu Sports Centre Stadium in Chengdu statt.	-15.0
1307	The Palms of Madagascar (1995) by J. Dransfield & Henk Beentje, co-published with the Royal Botanic Gardens, Kew.	Die Palmen von Madagaskar (1995) von J. Dransfield & Henk Beentje, gemeinsam mit dem Royal Botanic Gardens, Kew veröffentlicht.	-2.0
1308	They were then tied in Mandalay in September 1915, where they told the judge they had no connection to the rebellion and were only in the Kachin Hills to buy drugs.	Sie wurden dann im September 1915 in Mandalay gefesselt, wo sie dem Richter erklärten, sie hätten keine Verbindung zu der Rebellion und seien nur in den Kachin Hills, um Drogen zu kaufen.	-16.0
1309	Chi-ho (Yoo Hae-jin) is a genius confectionery researcher with 100% innate sense of taste and 0% sense of reality.	Chi-ho (Yoo Hae-jin) ist ein genialer Süßwarenforscher mit 100% inhärtem Geschmackssinn und 0% Realitätssinn.	0.0
1310	"Revolver wrote that it was ""her painful, gripping lyricism that truly sets her apart in a crowded field"", while Earmilk described Birth of Venus as ""empowering EDM anthems that aim to be a voice for women’s safety at clubs and shows""."	"Revolver schrieb, dass es ""ihr schmerzhafte, anstrengende Lyrikismus war, der sie wirklich in einem voller Feld trennt"", während Earmilk die Geburt von Venus als ""erlaubt EDM Anthemen beschrieb, die darauf abzielen, eine Stimme für die Sicherheit der Frauen in Clubs und Shows zu sein""."	-25.0
1311	Elisabeth de Dampierre (d. after March 1228), who married Geoffrey I of Aspremont, son of Gobert V, lord of Aspremont, and Ida de Chiny, with whom she had four children (including Jean d'Apremont who was bishop of Verdun then Metz and Blessed Gobert d'Aspremont);	Elisabeth de Dampierre (nach März 1228), die Geoffrey I. von Aspremont, Sohn von Gobert V, Herr von Aspremont, und Ida de Chiny, mit denen sie vier Kinder hatte, heiratete (einschließlich Jean d'Apremont, der Bischof von Verdun damals Metz und der Selige Gobert d'Aspremont);	-16.0
1312	Her work has been published on Hromadske, Focus, Deutsche Welle, BBC, Radio Liberty, The New York Times, The Telegraph, Politico, Der Spiegel, National Geographic, The Independent, The Guardian, Reuters.Since 2013, she has been working with Reuters.	Ihre Arbeit wurde auf Hromadske, Focus, Deutsche Welle, BBC, Radio Liberty, The New York Times, The Telegraph, Politico, Der Spiegel, National Geographic, The Independent, The Guardian, Reuters veröffentlicht.	-19.0
1313	He attended University College Falmouth in Falmouth, Cornwall from 2012 to 2015, graduating with a bachelor's degree in film.	Er nahm an der University College Falmouth in Falmouth, Cornwall von 2012 bis 2015 teil und absolvierte einen Bachelor-Abschluss in Film.	-23.0
1314	The game takes place in an alternate history where, one hundred years prior to the present, humanity began developing various superpowers, that were used to both better and hurt society.	Das Spiel spielt in einer alternativen Geschichte, wo, hundert Jahre vor der Gegenwart, die Menschheit begann, verschiedene Superkräfte zu entwickeln, die verwendet wurden, um sowohl besser und schädigen Gesellschaft.	-15.2
1315	The VR sessions are designed to be brief, lasting only twenty minutes, to prevent any discomfort associated with the technology.	Die VR-Sitzungen sind kurz und dauern nur zwanzig Minuten, um jegliche Beschwerden, die mit der Technologie verbunden sind, zu vermeiden.	0.0
1316	Vietnamese creation myths are mythological narratives recounting the origin of the universe, the world, and the origin of the Vietnamese people.	Die vietnamesischen Kreationsmiten sind mythologische Erzählungen, die die Herkunft des Universums, der Welt und der Herkunft des vietnamesischen Volkes erzählen.	-7.0
1317	Hammerstein drove the same type of BMW - of the same colour and with almost the same number plate - which was parked nearby.	Hammerstein führte die gleiche Art von BMW - derselben Farbe und mit fast derselben Zahl Platte - die in der Nähe parkt wurde.	-18.0
1318	"He termed this the ""Maine Model"" for how to replicate the successes of major technology hubs without the same kind of educational and financial capital found in those places."	"Er nannte dies das ""Maine-Modell"" für die Replikation der Erfolge der großen Technologiezentren ohne das gleiche Bildungs- und Finanzkapital, das in diesen Orten gefunden wird."	-1.0
1319	Danny is later selected for SBS missions in the Aegean Sea and fighting along partisans on Crete and in raids in Yugoslavia.	Danny wird später für SBS-Missionen im Aegeanischen Meer ausgewählt und kämpft entlang Partisanen auf Kreta und in Angriffen in Jugoslawien.	-13.0
1320	Her activism focuses on anti-capitalism and climate change and has engaged in solidarity campaign in Iraq, Palestine and Syria.	Ihre Aktivität konzentriert sich auf Anti-Kapitalismus und Klimawandel und hat sich in Irak, Palästina und Syrien in Solidaritätskampagnen engagiert.	-13.0
1321	This is a list of songs that reached the top 10 on the Billboard Mainstream Top 40 (or Pop Airplay) chart in 2001.	Dies ist eine Liste der Songs, die im Jahr 2001 in den Top 10 der Billboard Mainstream Top 40 (oder Pop Airplay) chartten.	-6.0
1322	The latter did not occupy the building, as it lacked the CAD $4,000,000 needed to adapt it for people with cognitive impairments.	Letztere besetzte das Gebäude nicht, da es die CAD $4,000,000 benötigte, um es für Menschen mit kognitiven Beeinträchtigungen anzupassen.	-11.0
1323	"Shot during the lockdown, ""Space and Time,"" a carefree video with beautifully lush green trees and grass served as the background for the singer's countryside oasis."	"Schießen während der Lockdown, ""Space and Time"", ein sorgloses Video mit wunderschönen grünen Bäumen und Gras diente als Hintergrund für die ländliche Oase des Sängers."	-17.0
1324	That year she settled for a season in Vic, Barcelona, where she took courses to become a professional in chocolate skills.	In diesem Jahr setzte sie sich für eine Saison in Vic, Barcelona, wo sie Kurse nahm, um eine professionelle Schokolade-Fähigkeiten zu werden.	-22.0
1325	Other common symptoms include changes in the skin texture, color, and temperature; changes in hair and nail growth; skin sensitivity to touch, also known as allodynia; and dizziness, especially when going to a standing position after sitting.	Andere häufige Symptome sind Veränderungen in der Hautstruktur, Farbe und Temperatur; Veränderungen im Haar- und Nagelwachstum; Hautempfindlichkeit gegenüber Berührung, auch als Allodynia bekannt; und Schwindel, besonders wenn man nach dem Sitzen in eine stehende Position geht.	-12.0
1326	Intercidades trains between Gare do Oriente and Faro stop at Sete Rios Station thrice daily in both directions.Urban service trains stop at Sete Rios Station at approximately 30-minute intervals on weekends and off-peak periods on weekdays.	Intercidades-Züge zwischen Gare do Oriente und Faro halten an Sete Rios Station dreimal täglich in beide Richtungen.Urban Service-Züge halten an Sete Rios Station mit ungefähr 30-Minuten-Intervallen am Wochenende und außerhalb der Spitzenzeiten an Wochentagen.	-25.0
1327	The future considerations were cancelled in subsequent trade on October 3, 1989, involving Pete Peeters and Keith Acton.	Die zukünftigen Überlegungen wurden im nachfolgenden Handel am 3. Oktober 1989 mit Pete Peeters und Keith Acton abgesagt.	-7.0
1328	Abrykosivka (Ukrainian: Абрикосівка; Old Polish: Beznoskowce) (Also known as Bezniskivtsi (Ukrainian: Безнісківці) until 1966) is a village in the Kamianets-Podilskyi Raion of the Khmelnytskyi Oblast of Ukraine.	Abrykosivka (ukrainisch Абрикосівка; altes polnisches Beznoskowce) (bis 1966 auch Bezniskівці genannt) ist ein Dorf im Kamianets-Podilskyi-Region der Khmelnytskyi Oblast der Ukraine.	-25.0
1329	She worked as a writer for the social and cultural section of the Chosun Ilbo, one of the major newspapers in South Korea, and other blogs and news media outlets.	Sie arbeitete als Schriftstellerin für den sozialen und kulturellen Bereich der Chosun Ilbo, einer der wichtigsten Zeitungen Südkoreas, sowie für andere Blogs und Nachrichtenmedien.	-7.0
1330	Gabrijel Rukavina is a Croatian professional footballer who plays as a forward for Prva HNL club Dinamo Zagreb, and the Croatia national under-19 football team.	Gabrijel Rukavina ist ein kroatischer Fußballspieler, der für den Prva HNL Club Dinamo Zagreb und die Kroatische Fußballnationalmannschaft unter 19 Jahren spielt.	-7.0
1331	Sotirios Voulgaris (1857 - 1932), or Sotirio Bvlgary in Italian (Σωτήριος Βουλγάρης in Greek), was a Greek silversmith and distinguished businessman, who initially founded the company Bulgari (or Bvlgari) which flourished in business in Italy, and later internationally in the area of gold- and silversmithing and fashion accessory.	Sotirios Voulgaris (1857 – 1932) oder Sotirio Bvlgary in Italienisch (Σωάς Βάάος in Griechisch), war ein griechischer Silberschmied und bedeutender Geschäftsmann, der zunächst die Firma Bulgari (oder Bvlgari) gegründet hat, die im Geschäft in Italien und später international im Bereich der Gold- und Silberschmiederei und Modezubehör blühte.	-8.0
1332	The government of Russia published messages of condolences from President Vladimir Putin and Governor of Dagestan Sergei Melikov, in which they promised to pay 1 million Russian rubles to the families of the deceased, as well as declared a day of mourning.	Die Regierung Russlands veröffentlichte Botschaften der Trauer von Präsident Vladimir Putin und Gouverneur von Dagestan Sergei Melikov, in denen sie versprach, 1 Million russischer Rubel an die Familien der Verstorbenen zu zahlen, sowie erklärte einen Tag der Trauer.	-12.0
1333	The Silver Nova was ordered in October 2018 from the Meyer Werft shipyard in Germany, under the name Project Evolution, the first of two ships.	Die Silver Nova wurde im Oktober 2018 von der Meyer Werft Schifffahrt in Deutschland unter dem Namen Project Evolution, der erste von zwei Schiffen, bestellt.	-12.0
1334	Initiated in 2017, this partnership reflects GSM Group's objective of reducing cash transactions within its stores.	Diese im Jahr 2017 ins Leben gerufene Partnerschaft spiegelt das Ziel der GSM Group wider, Cash Transaktionen innerhalb ihrer Filialen zu reduzieren.	-3.0
1335	In 2007, Coast Guard divers from the Maritime Safety and Security team searched the sea floor for evidence of the lighthouse.	Im Jahr 2007 durchsuchten Taucher der Küstenwache aus dem Team für Seesicherheit und Sicherheit den Meeresboden nach Beweisen für den Leuchtturm.	-6.0
1336	Urrutia's teammate Ma Qing Hua won the second race after leading from the start, scoring his first win of the season.	Urrutias Teamkollege Ma Qing Hua gewann das zweite Rennen, nachdem er von Anfang an vorne fuhr, und erzielte seinen ersten Sieg der Saison.	-6.1
1337	At the ambush at Shala bridge, forces were strategically deployed on both flanks of the road, complemented by engineering efforts such as road demolition and the placement of obstructions.	Bei der Beute an der Shala-Brücke wurden Kräfte auf beiden Seiten der Straße strategisch eingesetzt, ergänzt durch technische Anstrengungen wie den Abbau von Straßen und die Platzierung von Hindernissen.	-7.0
1338	Recipients of the state-based award are then eligible for consideration for the National Award for Enduring Architecture presented later in the same year, as part of the Australian National Architecture Awards.	Die Empfänger der staatlichen Auszeichnung sind dann für die National Award for Enduring Architecture, die später im selben Jahr als Teil der Australian National Architecture Awards vorgelegt wird, berechtigt.	-4.0
1339	As their relationship progresses, they form a club called the Far East Magical Napping Society Summer Thereof, alongside Shinka Nibutani, Kumin Tsuyuri, and Sanae Dekomori, who each have their own unique delusional behaviors.	Als ihre Beziehung voranschreitet, bilden sie einen Club namens die Far East Magical Napping Society Summer Thereof, zusammen mit Shinka Nibutani, Kumin Tsuyuri und Sanae Dekomori, die jeweils ihre eigenen einzigartigen illusionären Verhaltensweisen haben.	-2.0
1340	Krzysztof Dracz (born 20 September 1961) is a stage, television, film, and voice actor, theatre director, and screenwriter.	Krzysztof Dracz (* 20. September 1961) ist ein Schauspieler, Fernsehen, Film und Stimme, Theaterregisseur und Drehbuch.	-20.0
1341	These shows often included him dressing up in hypermasculine archetypes (such as a biker) and using prosthetics to have sex with his partner at the time.	Diese zeigten ihn oft in hypermaskulinen Archetypen (wie z. B. ein Fahrradfahrer) und mit Prothesen zu Sex mit seinem Partner zu haben.	-21.0
1342	Badelic was first called up to the Philippine senior team in a September training camp that culminated in a friendly 2–0 win over the Maldives and a qualifier against Uzbekistan.	Badelic wurde in einem Trainingslager im September zum ersten Mal in die Philippinen einberufen, das in einem friendlyn 2:0-Sieg über die Malediven und einer Qualifikation gegen Usbekistan kulminierte.	-11.0
1343	As industry insiders read and responded to Clark's articles, it led to his first job in the bowling business as Chief Marketing Officer for the United States Bowling Congress (USBC) in 2005.	Als Brancheninsider Clarks Artikel gelesen und reagierten, führte dies zu seinem ersten Job im Bowling-Geschäft als Chief Marketing Officer für den United States Bowling Congress (USBC) im Jahr 2005.	-11.0
1344	In addition, some stations sell and purchase programs other than TV Tokyo (due to poor maintenance of relay stations, it is very often excluded, so the frequency is small).	Darüber hinaus verkaufen und kaufen einige Stationen andere Programme als TV Tokyo (aufgrund der schlechten Wartung von Relaystationen ist es sehr oft ausgeschlossen, so dass die Frequenz gering ist).	-10.0
1345	Abrykosivka (Ukrainian: Абрикосівка; Old Polish: Beznoskowce) (Also known as Bezniskivtsi (Ukrainian: Безнісківці) until 1966) is a village in the Kamianets-Podilskyi Raion of the Khmelnytskyi Oblast of Ukraine.	Abrykosivka (Ukrainisch: Абрикосивка; Altpolnisch: Beznoskowce) (auch als Bezniskivtsi (Ukrainisch: Безнісківці) bis 1966 bekannt) ist ein Dorf in der Kamianets-Podilskyi Region der Khmelnytskyi Region der Ukraine.	-25.0
1346	Recipients of the state-based award are then eligible for consideration for the National Award for Enduring Architecture presented later in the same year, as part of the Australian National Architecture Awards.	Die Preisträger der staatlichen Auszeichnung sind dann für die Überprüfung für den National Award for Enduring Architecture, die später im selben Jahr als Teil der Australian National Architecture Awards präsentiert werden.	-8.0
1347	He served as a Member of the Uttar Pradesh Legislative Assembly from 1974 to 1991 for Banda, representing the Indian National Congress.Bose died from COVID-19 aged 92 in 2020.	Er diente als Mitglied der Uttar Pradesh Legislative Assembly von 1974 bis 1991 für Banda, vertritt das indische Nationalkongress.Bose starb von COVID-19 im Alter von 92 im Jahr 2020.	-21.0
1348	"The commemoration included a digital deluxe twenty-fifth anniversary edition of her debut album, a digital deluxe twentieth anniversary edition of her third studio album, Moodring (2003), and a remixed and reimagined audio and heel choreography music video of her debut single ""It's All About Me"" (1998) with Brian Friedman."	"Die Erinnerung umfasste eine digitale Deluxe 25-jährige Ausgabe ihres Debütalbums, eine digitale Deluxe 20-jährige Ausgabe ihres dritten Studio-Albums, Moodring (2003), und eine remixte und umgestaltete audio- und heel-choreographische Musik-Video ihres Debüts ""It's All About Me"" (1998) mit Brian Friedman."	-25.0
1349	elranatamab is indicated for the treatment of adults with relapsed or refractory multiple myeloma who have received at least four prior lines of therapy, including a proteasome inhibitor, an immunomodulatory agent, and an anti-CD38 monoclonal antibody.Elranatamab is an investigational, off-the-shelf, humanized BCMA CD3-targeted BsAb.	Elranatamab ist für die Behandlung von Erwachsenen mit zurückgegangenem oder refraktorischem Multiple Myelom angezeigt, die mindestens vier vorherige Therapien erhalten haben, einschließlich eines Proteasom-Hemmers, eines Immunmodulatoren und eines anti-CD38 monoklonalen Antikörpers.Elranatamab ist ein Untersuchungs-, off-the-shelf, humanisierter BCMA-CD3-Zertifizierter BsAb.	-25.0
1350	Upon graduation, she was also assigned to work in Architectural Designing and Theoretical Pursuits at China’s Architectural Designing Bureau of North-western Region in Xi’an.	Nach ihrem Abschluss arbeitete sie auch im Bereich Architektonisches Design und Theoretische Verfolgung am chinesischen Architektonischen Designbüro der Nordwestregion in Xi'an.	-13.0
1351	Elisabeth de Dampierre (d. after March 1228), who married Geoffrey I of Aspremont, son of Gobert V, lord of Aspremont, and Ida de Chiny, with whom she had four children (including Jean d'Apremont who was bishop of Verdun then Metz and Blessed Gobert d'Aspremont);	Elisabeth de Dampierre († nach März 1228), die Geoffrey I. von Aspremont, Sohn von Gobert V., Herr von Aspremont, und Ida de Chiny heiratete, mit denen sie vier Kinder hatte (einschließlich Jean d'Apremont, Bischof von Verdun und dann Metz und Gesegnet Gobert d'Aspremont);	-15.0
1352	The calendar for the 2023–2024 men's and women's cyclo-cross season includes cyclo-cross races starting on 19 August 2023, and ending in February 2024.	Die Saison von 2023 bis 2024 findet vom 19. August 2023 bis zum 24. Februar 2024 statt.	-17.0
1353	On 30 April 1992, it was renamed the Honolulu Office of the North American Affairs Coordinating Committee and October 10, it was finally renamed the Taipei Economic and Cultural Office in Honolulu.	Am 30. April 1992 wurde es das Honolulu Büro des Nordamerikanischen Koordinierungskomitees neu ernannt und am 10. Oktober wurde es schließlich das Taipei Wirtschafts- und Kulturamt in Honolulu neu ernannt.	-25.0
1354	Following his appointment as military governor of the Gaza district, Albuquerque captured Gungunhana with a small force.	Nach seiner Ernennung zum Militärgouverneur des Gazastreifens eroberte Albuquerque Gungunhana mit einer kleinen Truppe.	-5.0
1355	Fonseca was a guest on the Twitch channel of the radio station, COPE, in which he dedicated himself to analyzing the most recent Spanish political events.	Fonseca war Gast auf dem Twitch-Kanal des Radiosenders COPE, in dem er sich der Analyse der jüngsten spanischen politischen Ereignisse widmete.	-4.0
1356	Media reports at the time noted the similarities between Alsop's proposals, and the proposals in Prescott's Northern Way.	Die Medien berichteten damals von den Ähnlichkeiten zwischen Alsops Vorschlägen und den Vorschlägen in Prescotts Northern Way.	0.0
1357	In December 1960, the company unveiled the H14 TL12, a cheaper variant of the TL12R without trailer brake (which meant it could only be used as a towing tractor and not as an agricultural one).	Im Dezember 1960 veröffentlichte das Unternehmen den H14 TL12, eine günstigere Variante des TL12R ohne Trailer-Brems (was bedeutet, dass es nur als Traktor und nicht als landwirtschaftliche Traktor verwendet werden konnte).	-13.0
1358	In 2020, he was a member of the jury of the experimental film section of the Message to Man international festival (St. Petersburg).	Im Jahr 2020 war er Mitglied der Jury der experimentellen Filmsektion des Message to Man International Festivals (St. Petersburg).	0.0
1359	Waldemar Rodrigues da Paixão (February 22, 1916 - 1990), better known as Mestre Waldemar (Valdemar, Waldemar da Liberdade, Waldemar do Pero Vaz), was a Bahian capoeira mestre.	Waldemar Rodrigues da Paixão (* 22. Februar 1916 in Mestre; † 1990 ebenda) war ein Bahianischer Capoeira mestre.	-21.0
1360	Of all horses, 52 % (109/208) showed acute oral lesions in the bit area, mild in 22 % (45/208), moderate in 26 % (55/208), and severe in 4 % (9/208).	Von allen Pferden zeigten 52 % (109/208) akute orale Verletzungen im Stückgebiet, milde bei 22 % (45/208), moderate bei 26 % (55/208) und schwere bei 4 % (9/208).	-10.0
1361	The Expulsion of the Albanians, 1830–1876 refers to the forced migration of Albanians from the Principality of Serbia from 1830 until the beginning of the Serbian–Ottoman Wars.	Die Entführung der Albaner, 1830–1876 bezieht sich auf die gezwungenen Migration der Albaner aus der Herrschaft Serbien von 1830 bis zum Beginn der serbisch-otomanischen Kriege.	-18.0
1362	The 2023 Nürburgring Langstrecken Series is the 46th season of the German endurance series (formerly VLN) run at the Nürburgring Nordschleife, and fourth run as the Nürburgring Langstrecken Serie (NLS).	Die 2023 Nürburgring Langstrecken Series ist die 46. Saison der deutschen Endurance-Serie (früher VLN) auf der Nürburgring Nordschleife und die vierte als Nürburgring Langstrecken Serie (NLS).	-8.0
1363	Mai una signora (Italian for Never a Lady) is a studio album by Italian singer Patty Pravo, released in 1974 by RCA Italiana.	Mai una signora (Italian for Never a Lady) ist ein Studioalbum des italienischen Sängers Patty Pravo, das 1974 von RCA Italiana veröffentlicht wurde.	-15.0
1364	Sasha Johnson, a Black Lives Matter activist who survived being shot in the head in Peckham, London in May 2021	Sasha Johnson, ein Aktivist von Black Lives Matter, der im Mai 2021 in Peckham, London überlebt wurde.	-25.0
1365	Due to a vessel change, on 3 October 2005, Fivla was relegated to the fleet relief vessel, which she still operates as today.	Aufgrund eines Schiffswechsels wurde Fivla am 3. Oktober 2005 auf das Hilfsschiff der Flotte verlegt, das noch heute betrieben wird.	-2.0
1366	It is about the journey of a father and his autistic son to find the latter's favorite soccer team by visiting all 56 teams in their respective stadiums.	Es geht um die Reise eines Vaters und seines autistischen Sohnes, um sein Lieblings-Fußball-Team zu finden, indem er alle 56 Teams in ihren jeweiligen Stadien besucht.	-1.0
1367	Her portrayal of a student who is unable to grasp the academic teaching in Final Draft won her much acclaim and even Best Actress Awards at the Sanskruti Kala Darpan Awards, the Maharashtra Times Sanman and two Zee Natya Gaurav Puraskar.	Ihr Porträt eines Studenten, der nicht in der Lage ist, die akademische Lehre in Final Draft zu erfassen, gewann ihr viel Anerkennung und sogar Best Actress Awards an den Sanskruti Kala Darpan Awards, den Maharashtra Times Sanman und zwei Zee Natya Gaurav Puraskar.	-17.0
1368	The time is unknown, but before she became Oda Nobunaga's concubine, she married Ogura Sanefusa (or Sanezumi or Kataharu), a vassal of Rokkaku Yoshikata, and had sons with him, Jingorō and Matsuchiyo (or Matsuju).	Die Zeit ist unbekannt, aber bevor sie Oda Nobunagas Konkubine wurde, heiratete sie Ogura Sanefusa (oder Sanezumi oder Kataharu), einen Vasal von Rokkaku Yoshikata, und hatte mit ihm Söhne, Jingorō und Matsuchiyo (oder Matsuju).	-7.1
1369	After the establishment of Juan Velasco Alvarado's Revolutionary Government, Peru reestablished its relations with Cuba on 8 July 1972, which have remained since.	Nach der Gründung der Revolutionären Regierung von Juan Velasco Alvarado, Peru wieder seine Beziehungen mit Kuba am 8. Juli 1972, die seitdem bestehen geblieben.	-12.0
1370	Badelic was first called up to the Philippine senior team in a September training camp that culminated in a friendly 2–0 win over the Maldives and a qualifier against Uzbekistan.	Badelic wurde zum ersten Mal in einem Trainingslager in den Philippinen aufgerufen, der in einem freundlichen 2-0-Sieg über die Maldiven und einem Qualifizier gegen Uzbekistan kulminierte.	-24.0
1371	The Japanese meanwhile put out bounties to encourage the Burmese to turn Darkie in, and begin torching villages suspected of being friendly to the troop.	In der Zwischenzeit setzten die Japaner Lobpreise aus, um die Birmaner zu ermutigen, Darkie ins Land zu bringen, und begannen, Dörfer zu verbrennen, die verdächtigt wurden, freundlich zu den Truppen zu sein.	-12.0
1372	"After that, in 1949, an assembly named ""Film Center"" was formed, which was later named ""Iran Film Archive"" and in 1973, it was named ""Iran National Film Library""."	"Danach wurde 1949 eine Versammlung namens ""Film Center"" gegründet, die später als ""Iran Film Archive"" und 1973 als ""Iran National Film Library"" benannt wurde."	-2.0
1373	“Commanded art” are officially approved paintings and other formats of artwork created by prisoners who were working under the commission of the SS personnel in the camp.	„Befehlskunst“ sind offiziell genehmigte Gemälde und andere Formen von Kunstwerken, die von Gefangenen erstellt wurden, die unter Aufsicht des SS-Personals im Lager arbeiteten.	-6.0
1374	[sic]On August 12, 2023, Uzi put up the following message on their Instagram story: GET @lil1dte to 100k followers imma drop the album next week i promise	[sic]Am 12. August 2023 veröffentlichte Uzi folgende Nachricht auf ihrer Instagram-Geschichte: GET @lil1dte an 100k Follower imma drop das Album nächste Woche ich verspreche	-25.0
1375	He later claimed he acquired these manuscripts from a mountaineer named Ygo Syka for 18 pesos and exchanged them for rare books being disposed of by the National Library in 1912.	Später behauptet er, dass er diese Handschriften von einem Bergmann namens Ygo Syka für 18 Peso erworben hat und sie 1912 für seltene Bücher ausgetauscht hat, die von der Nationalbibliothek ausgelöscht werden.	-14.0
1376	This is a list of video game soundtracks that multiple publications, such as video game journalism and music journalism publications, have considered to be among the best of all time.	Dies ist eine Liste von Videospielmusiken, die mehrere Publikationen, wie Videospiel-Journalismus und Musik-Journalismus-Publikationen, als unter den besten aller Zeiten betrachtet haben.	-13.0
1377	This event unfolded on February 22, and Van Eck, in response, conducted promotions for army officers and generals.	Diese Veranstaltung fand am 22. Februar statt, und Van Eck führte in Reaktion Promotionen für Militärbeamte und Generale durch.	-9.1
1378	In 2022, she engaged herself in social service and publicly praised the developmental initiatives of Ashok Gehlot from public platforms.	Im Jahr 2022 engagierte sie sich in den sozialen Dienst und lobte öffentlich die Entwicklungsinitiativen von Ashok Gehlot aus öffentlichen Plattformen.	-4.0
1379	In 2022, the kids categories were presented at the 50th International Emmy Awards alongside rest of the categories.	Im Jahr 2022 wurden die Kinderkategorien neben den anderen Kategorien auf der 50. Internationalen Emmy Awards vorgestellt.	-3.0
1380	Elisabeth de Dampierre (d. after March 1228), who married Geoffrey I of Aspremont, son of Gobert V, lord of Aspremont, and Ida de Chiny, with whom she had four children (including Jean d'Apremont who was bishop of Verdun then Metz and Blessed Gobert d'Aspremont);	Elisabeth de Dampierre (d. nach März 1228), die Geoffrey I von Aspremont, Sohn von Gobert V, Herr von Aspremont, und Ida de Chiny, mit dem sie vier Kinder hatte (einschließlich Jean d'Apremont, der Bischof von Verdun damals Metz und Blessed Gobert d'Aspremont war);	-25.0
1381	The southeastern slope of the mountain promontory features the lower areas known as Grund and Chalm, which are home to the vineyards of Schinznach spanning over 50 hectares and with a history dating back centuries.	Die südöstliche Hänge des Bergpromenades zeichnet sich durch die unteren Gebiete Grund und Chalm aus, die zu den über 50 Hektar großen Weinbergen von Schinznach gehören und eine jahrhundertelange Geschichte haben.	-7.0
1382	Those who win the challenges will be the VIP members of the hotel and can enjoy all the comforts and luxuries, while those who fail will be the staff members of the hotel and must take care of the chores.	Diejenigen, die die Herausforderungen gewinnen, werden die VIP-Mitglieder des Hotels sein und alle Komfort und Luxus genießen können, während diejenigen, die scheitern, die Personalmitglieder des Hotels sein und sich um die Stellen kümmern müssen.	-25.0
1383	At the end of the championship, the winning team enters the Cork Junior B Inter-Divisional Hurling Championship and by winning this, they will be promoted to the Duhallow Junior A Hurling Championship for the following season.	Am Ende der Meisterschaft tritt das Siegerteam in die Cork Junior B Inter-Divisional Hurling Championship ein und wird durch diesen Sieg für die nächste Saison in die Duhallow Junior A Hurling Championship befördert.	-8.0
1384	The archaeological finds of the region are also presented, as well as temporary exhibitions on cultural history.	Darüber hinaus werden die archäologischen Funde der Region sowie temporäre Ausstellungen zur Kulturgeschichte vorgestellt.	-2.0
