	src	mt	score
945	Werewolf Game is an upcoming American horror film written by Jackie Payne, directed by Payne and Cara Brennan and starring Tony Todd.	Werewolf Game是一部由Jackie Payne撰写的美国恐怖片,由Payne和Cara Brennan主演,由Tony Todd主演。	-21.0
946	Shadrack Fluellen Slatter (December 13, 1798 – July 5, 1861) was a 19th-century American slave trader and capitalist.	Shadrack Fluellen Slatter(1798年12月13日至1861年7月5日)是一位19世纪的美国奴隶交易者和资本家。	-2.0
947	After a few hundred meters, the vehicle was stopped near a maintenance door in the twenty-meter-high noise barrier along the A6 freeway at L'Haÿ-les-Roses, which the kidnappers had planned to use to escape, trapping them with a grenade to avoid being followed.	几百米后,该车辆在L'Haÿ-les-Roses的A6高速公路沿着20米高的噪音壁垒的维护门附近被阻止,绑架者计划使用它来逃脱,用手榴弹捕捉他们,以免被追踪。	-25.0
949	This event unfolded on February 22, and Van Eck, in response, conducted promotions for army officers and generals.	这一事件于2月22日展开,范埃克作为回应,为陆军军官和将军进行升级。	-11.0
950	Digging of the shaft began on June 1, 1854, 835 metres from the Saint-Charles shaft, with a section measuring 5.1 metres by 2.5 metres.	1854年6月1日,从圣查尔斯海峡835米处开始挖掘,分区尺寸为5.1米至2.5米。	-15.0
951	The time is unknown, but before she became Oda Nobunaga's concubine, she married Ogura Sanefusa (or Sanezumi or Kataharu), a vassal of Rokkaku Yoshikata, and had sons with him, Jingorō and Matsuchiyo (or Matsuju).	時期不詳,但在她成為織田信長的側室之前,她嫁給了六角義賢的家臣小倉三夫薩(或Sanezumi或 Kataharu),與他有兒子,金戈羅和松吉யோ(或 Matsuju)。	-25.0
952	It is no coincidence that the ancient and numerous family of the Mamilovs (the native Erzians), had an image of an eagle as their coat of arms.	马米洛夫家族(当地的埃尔齐亚人)的许多古老家族,没有巧合,他们的徽章是一只鹰的形象。	-12.0
953	"Into 1973 The band was later Augmented by backing vocalist Warren Peace, rhythm guitarist John Hutchinson and saxophonists Ken Fordham and Brian Wilshaw, this line-up contributed to the album Aladdin Sane in 1973, alongside backing vocalists Linda Lewis and Juanita ""Honey"" Franklin."	到1973 乐队后来被赞助歌手Warren Peace,节奏吉他手John Hutchinson和萨克福尼人Ken Fordham和Brian Wilshaw增加,这张专辑在1973年为专辑Aladdin Sane做出了贡献,以及赞助歌手Linda Lewis和Juanita“Honey”Franklin。	-25.0
954	This is a list of songs that reached the top 10 on the Billboard Mainstream Top 40 (or Pop Airplay) chart in 2012.	这是2012年《告示牌》主流音乐排行榜(英语:Billboard Mainstream Top 40 (or Pop Airplay))的十强歌曲列表。	-6.0
955	He is known as director, producer, screenwriter and lead actor of the film Bangla, produced by Fandango which was released in theaters in May 2019.	他是电影《孟加拉》的导演、制作人、编剧和主要演员,该片于2019年5月在电影院上映。	-12.0
956	As she once stated, her desire to change her surname was due to marginalization she endured by her relatives who to this day refuse to acknowledge her because of her transition.	正如她曾经说过的那样,她改变姓氏的愿望是由于她被亲戚所忍受的边缘化,直到今天由于她过渡而拒绝承认她。	-15.0
957	Residents of more than 50 cities and capitals took to the streets to support Ukraine and join the telethon, 30 world political leaders addressed Ukrainians and the international community.	来自50多个城市和首都的居民走上街头,支持乌克兰,并加入电报,30位世界政治领袖向乌克兰人和国际社会发言。	-5.0
958	He had a collection of many rare compositions and, due to his nature, taught many disciples and spread tabla across Maharashtra.	他收集了许多罕见的作曲,由于他的性质,教导了许多弟子,并在马哈拉斯特拉散布了桌子。	-12.0
959	This is a roster of buses currently and previously operated by Memphis Area Transit Authority in Memphis, Tennessee.	这是目前和以前由田纳西州梅菲斯区过境管理局运营的巴士名单。	-15.0
960	The 2023 Nürburgring Langstrecken Series is the 46th season of the German endurance series (formerly VLN) run at the Nürburgring Nordschleife, and fourth run as the Nürburgring Langstrecken Serie (NLS).	2023 Nürburgring Langstrecken Series是德国耐力赛系列(以前称为VLN)的第46个赛季,在Nürburgring Nordschleife运行,并作为Nürburgring Langstrecken Serie(NLS)的第四个赛季。	-25.0
961	"""Next year (2023) I want to make a great album [...] I am a singer, but I feel much more like an interpreter of my own life and the album always allows me to tell a little more and in more depth all my feelings, experiences and stories""."	“明年(2023)我想制作一张很棒的专辑......我是一位歌手,但我觉得自己生活的演讲者更像,这张专辑总是允许我更深入地讲述我所有的感受、经历和故事。	-12.0
962	He later claimed he acquired these manuscripts from a mountaineer named Ygo Syka for 18 pesos and exchanged them for rare books being disposed of by the National Library in 1912.	他后来声称,他从一位名叫Ygo Syka的登山家那里获得了这些手稿,以18 pesos的价格,并在1912年被国家图书馆抛弃。	-12.0
964	The Palms of Madagascar (1995) by J. Dransfield & Henk Beentje, co-published with the Royal Botanic Gardens, Kew.	马达加斯加的棕树(1995年)由J. Dransfield & Henk Beentje,与皇家植物园,凯夫联合出版。	-11.0
965	Voting lines open during the episode's livestream at 4 p.m. until 11.59 p.m., which requires an active meCONNECT account in order to vote.	投票站於晚上4時至晚上11時59分開播,需使用「meCONNECT」的活帐户才能投票。	-12.0
966	Perry moved to California to play with Alphonso Johnson (Weather Report, Santana) after being recommended by Pat Thrall who liked his style of playing, in that band he played with Vinny Appice, who would join Black Sabbath.	佩里搬到加利福尼亚去和Alphonso Johnson(Weather Report, Santana)一起演奏,他被帕特·特罗尔推荐,他喜欢他的演奏风格,在乐队里他和Vinny Appice一起演奏,后者将加入黑安息日。	-10.0
967	In the early days of São Paulo football association, all competitions were amateur, so the winner of each tournament was also considered the amateur champion of a specific league for each season.	在圣保罗足球协会的早期,所有的比赛都是业余运动员,所以每个比赛的赢家也被视为每个赛季的特定联赛的业余运动员冠军。	-11.0
968	He served as a Member of the Maharashtra Legislative Assembly for Pandharpur from 1985 to 2009, representing both the Indian National Congress and the Nationalist Congress Party.	他在1985年至2009年间担任马哈拉斯特拉立法大会的成员,代表印度国会和国会党。	-20.0
969	The Territory's residents, the Muzul Maya, are thought to have been members of a single ch'ibal, 'patronymic lineage,' that is, 'a highly localised group named after their dominant political family.'	该领土的居民,Muzul玛雅人,被认为是单一的ch'ibal的成员,即“亲子系”,即“一个高度本地化的群体,以其主导的政治家庭命名。	-16.0
970	"MWF promotes itself as the home of ""Aksyonovela"" – a portmanteau of the Filipino word for ""action"" and the suffix of telenovela – representing the mix of athletic wrestling action and timely, relatable storytelling that the promotion presents."	MWF自称是“Aksyonovela”的家园 - 菲律宾词“行动”和telenovela的补充词的名词 - 代表了运动斗争行动的混合物和促销所呈现的及时,可相关的故事。	-25.0
971	Azcona managed to keep his lead after Huff's mistake and took his first win of the season, with Michelisz coming in 2nd place and getting BRC Hyundai their third 1-2 of the season.	Azcona在Huff的错误后保持领先地位,并获得了本赛季的第一个胜利,Michelisz获得了第二名,BRC Hyundai获得了本赛季的第三 1-2。	-23.0
972	Ramakrishna Mission Brahmananda College of Education at Rahara is a constituent unit of its parent organization, Ramakrishna Mission Boys’ Home, Rahara.	Ramakrishna Mission Brahmananda College of Education at Rahara是Raramakrishna Mission Boys’ Home,Rahara的母组织的一个组成单位。	-15.0
974	The game takes place in an alternate history where, one hundred years prior to the present, humanity began developing various superpowers, that were used to both better and hurt society.	遊戲發生在一個不同的歷史中,在100年前,人類開始發展各種超能力,這些超能力被用來改善和伤害社會。	-1.0
975	I went across the river and saw a friend of mine who kept a place where I had paid in a good many thousands of my hard-earned dollars.	我走过河流,看见一个我的朋友,他保留了一个地方,在那里我付了好几千美元的硬赚钱。	-6.0
976	"According to Carole Ferret, the history of the horse in Russia has long been the prerogative of Soviet researchers that came from the territory under study, and as a result, is little known due to a ""cruel lack of material""."	根据卡罗尔·费雷特(Carole Ferret)的说法,马的历史在俄罗斯长期以来一直是来自该地区的苏联研究人员的优先事项,因此由于“粗糙的材料缺乏”而很少知道。	-16.0
977	Those who win the challenges will be the VIP members of the hotel and can enjoy all the comforts and luxuries, while those who fail will be the staff members of the hotel and must take care of the chores.	赢得挑战的人将是宾馆的 VIP 成员,可以享受所有舒适和奢侈,失败的人将是宾馆的工作人员,必须照顾家务。	-6.0
978	Rail-based urban transportation had historically been a part of Spokane's development in the early 20th century, with numerous streetcars and trolleys running through the city's core.	基于铁路的城市交通历史上是斯波卡内在20世纪初的发展的一部分,有许多街头汽车和拖拉机穿过城市的核心。	-15.0
979	It was still classed as such in the County Development Plan 2022-2028 in which Natural Heritage Areas (NHAs) were specified as being:	《2022-2028年县发展计划》中,自然遗产区划为:	-5.0
980	They were these, Don Anselmo Lores and Don Fernando Fernández, together with Don Manuel Alvarez Santos and Don Angel Rolan, who gave great impetus to the business.	他们是这些,唐安塞尔莫·洛雷斯和唐费尔南多·费尔南多,以及唐曼努埃尔·阿尔瓦雷斯·桑托斯和唐安吉尔·罗兰,他们给了这项业务巨大的冲动。	-6.0
981	"While the overall prevalence of HIV/AIDS is low in Algeria, public understanding of the disease and how it is transmitted has been described as ""mediocre"" among the population, particularly among young people."	虽然 阿尔及利亚 的 艾滋病 总 发病率 很 低, 但 公众 对 该 疾病 和 它 传播 的 方式 的 理解 却 被 描述 为 人口 中, 特别是 年轻人 中 的 “ 中等 ” 。	-12.0
982	In the near future, a family buys an autonomous domestic robot without knowing it is a secret unit powered by human-like artificial intelligence.	在不久的将来,一个家庭会购买一个自主的家庭机器人,而不知道它是由人类类似的人工智能驱动的秘密单位。	-2.0
983	In Layer 2A, which represents this period, the architecture exhibits the most significant differences from the architecture of Layer 2B, namely the use of stone foundations in 2A and smaller brick dimensions compared to 2B.	在代表这一时期的2A层中,建筑物展示了与2B层建筑物最显著的差异,即在2A中使用石头基石和较小的砖块大小与2B相比。	-11.0
984	In the finals, Colorado started early with a goal in the 18th minute by eventual MVP Connor Hutchinson then doubled their advantage right at the end of the first half with a goal from Anthony Smoller in the 40th minute.	在决赛中,科罗拉多以18分钟的进球开始,最终获得冠军的康纳·哈钦森(Connor Hutchinson)随后在第一半场结束时以40分钟的安東尼·斯莫勒(Anthony Smoller)的进球将他们的优势加倍。	-16.0
985	Rama in this temple is also known as Pattabhiramar and is in seated position on a throne with Seethalakshmi Devi.	拉玛在这个寺庙中也被称为帕塔瓦马拉,并与西塔拉克什米·德维一起坐在王位上。	-10.0
986	"Into 1973 The band was later Augmented by backing vocalist Warren Peace, rhythm guitarist John Hutchinson and saxophonists Ken Fordham and Brian Wilshaw, this line-up contributed to the album Aladdin Sane in 1973, alongside backing vocalists Linda Lewis and Juanita ""Honey"" Franklin."	"直到1973年,乐队后来由乐队后卫沃伦·和平(Warren Peace)、节奏吉他手约翰·哈钦森(John Hutchinson)和萨克斯手肯·福德汉姆(Ken Fordham)和布莱恩·威尔肖(Brian Wilshaw)组成,这支乐队在1973年与乐队后卫琳达·路易斯(Linda Lewis)和胡安妮·“亲爱的”富兰克林(Juanita ""Honey"" Franklin)一起参与了专辑《阿拉丁·桑(Aladdin Sane)》。"	-25.0
988	Hammerstein drove the same type of BMW - of the same colour and with almost the same number plate - which was parked nearby.	Hammerstein开着相同类型的BMW - 相同的颜色和几乎相同的号码牌 - 这是停在附近。	-12.0
989	"In 1996, Piazzi arranged the charity event called ""Models, Too, Have a Heart"" (""Anche le modelle hanno un cuore""), in collaboration with the Anlaids organization to raise funds for the fight against HIV."	1996年,Piazzi举办了慈善活动“模型,也有,有心”(“Anche le modelle hanno un cuore”),与Anlaids组织合作筹集资金来打击艾滋病毒。	-13.0
990	The calendar for the 2023–2024 men's and women's cyclo-cross season includes cyclo-cross races starting on 19 August 2023, and ending in February 2024.	2023年至2024年男子和女子自行车赛的日程包括2023年8月19日开始的自行车赛,并于2024年2月结束的自行车赛。	-16.0
992	The Expulsion of the Albanians, 1830–1876 refers to the forced migration of Albanians from the Principality of Serbia from 1830 until the beginning of the Serbian–Ottoman Wars.	1830年至1876年,阿尔巴尼亚人被驱逐出塞尔维亚王国,从1830年到塞尔维亚奥特曼战争开始。	-11.0
993	Yes, you can listen to The Lost Frequency as a nostalgia trip with an ear thinking about some of the bands in the past.	是的,你可以听The Lost Frequency作为一个怀旧之旅,耳朵思考过去的一些乐队。	-7.0
994	If such data not available by organisers, next sources are International Federation of Football History & Statistics (IFFHS), then the closest relevant source of the figure.	如果组织者没有提供此类数据,则下一个来源是国际足球历史和统计联合会(IFFHS),然后是最接近相关的数据来源。	-2.0
995	"In May 2008 the EP was released, that same month they also released the single ""Love"", with KRS-One and Organized Noize's Sleepy Brown as guest artists."	2008年5月,EP发行,同月,他们还发行了单曲《Love》,KRS-One和Organized Noize的Sleepy Brown作为客串艺人。	-1.0
996	Cherax woworae, the steel blue crayfish, is a species of crayfish native to Southwest Papua, a province of Indonesia.	Cherax woworae,钢蓝<unk>鱼,是印度尼西亚南西部帕布亚省的<unk>鱼品种。	-25.0
997	A consortium of six major oil companies (Chevron, Exxon, Mobil, Shell, Texaco and Unocal) established Santa Clara Waste Water to service their internal disposal needs.	六个主要石油公司(Chevron、Exxon、Mobil、Shell、Texaco和Unocal)组成的财团建立了圣克拉拉废水,以满足其内部处置需要。	-7.0
998	A 1939 pamphlet from the company celebrating their 47th anniversary would place the establishment date in 1892.	1939年,公司庆祝其47周年纪念的小册子将建立于1892年。	-5.0
999	Due to the fact that the label did not notify the presence of another artist in the remix, Karol G made the decision not to publish the remix, despite not having any problem with De la Ghetto.	由于唱片公司没有通知另一位艺术家在混音中出现,卡罗尔·G决定不发布混音,尽管没有与德拉盖托有任何问题。	-6.0
1000	The inside of the dome is decorated with Qu'ranic verses that revolve around its neck while the outside of the dome is decorated with blue and green faience.	圆顶的内部装饰了Qu'ranic诗句,旋转在其脖子周围,而圆顶的外部装饰了蓝色和绿色。	-16.0
1001	On the other hand, the finalists of the short film category received a total of ₱100,000 (US$1,785~) each for their finished films.	另一方面,短篇片类别的最终作品获得总共100,000比索(1,785美元)的奖金。	-7.0
1002	The Guggershorn with its viewing platform and panorama board has been a popular excursion destination ever since.	Guggershorn与其视野平台和景观板一直是受欢迎的游览目的地。	-7.0
1003	"According to the rules of the International Academy, the category is for ""a fictional production (comedy, drama, or sitcom) intended for a young audience""."	根据国际学院的规则,该类别是“为年轻观众设计的虚构制作(喜剧、戏剧或漫画)。	-6.0
1004	The Japanese meanwhile put out bounties to encourage the Burmese to turn Darkie in, and begin torching villages suspected of being friendly to the troop.	与此同时,日本人发出了奖励,鼓励缅甸人转向达基,并开始燃烧涉嫌对军队友好的村庄。	-7.0
1005	Since Watkins Glen International is a road course, the qualifying system is a two group system, with two rounds.	由于瓦特金斯·格伦国际是一条公路赛道,合格系统是两组系统,有两轮比赛。	-25.0
1006	Alanna Dummett was elevated into the main squad to replace the Felice Quinlan, who suffered a season-ending ankle injury.	Alanna Dummett被提升到主队来取代Felice Quinlan,她在赛季结束时受到了腿部伤害。	-18.0
1007	"Marchuk's ""Shevchenkiana"" consists of 42 paintings (out of a hundred planned), which were made in tempera (1983-1984)."	马鲁克的《谢夫切涅卡纳》(Shevchenkiana)由42幅图画组成(从100幅计划中选出),这些图画都是在温带(1983-1984年)制作的。	-9.0
1008	Waldemar Rodrigues da Paixão (February 22, 1916 - 1990), better known as Mestre Waldemar (Valdemar, Waldemar da Liberdade, Waldemar do Pero Vaz), was a Bahian capoeira mestre.	Waldemar Rodrigues da Paixão(1916年2月22日 - 1990年),更好地称为Mestre Waldemar(Valdemar,Waldemar da Liberdade,Waldemar do Pero Vaz),是一位巴希人 capoeira master。	-17.0
1009	Allegedly involved with the Coffee County voting data breach along with Individuals 24–30, who have all been identified via public records.	被指控卷入咖啡县投票数据侵犯事件,以及24至30名个人,他们都通过公共记录被查明。	-20.0
1010	Chi-ho (Yoo Hae-jin) is a genius confectionery researcher with 100% innate sense of taste and 0% sense of reality.	Chi-ho(Yoo Hae-jin)是一位拥有百分之百的品味感和百分之百的现实感的天才烹饪研究员。	-12.0
1011	This is a list of songs that reached the top 10 on the Billboard Mainstream Top 40 (or Pop Airplay) chart in 2004.	这是2004年Billboard Mainstream Top 40(或Pop Airplay)排行榜上达到前10名的歌曲。	-2.0
1012	The title was first awarded in 2014 to Corinne Semedo Furtado, who previously won the second position at the Miss Luxembourg 2013 pageant, and then was assigned to represent the country at the Miss Grand International 2014 contest in Thailand.	该奖项于2014年首次授予科琳娜·塞梅多·福塔多(Corinne Semedo Furtado),此前在2013年卢森堡小姐赛事中赢得了第二名,随后在泰国2014年国际小姐赛事中代表该国。	-8.0
1015	Badelic was first called up to the Philippine senior team in a September training camp that culminated in a friendly 2–0 win over the Maldives and a qualifier against Uzbekistan.	在9月的训练营中,巴德利克首次被召入菲律宾高级球队,并以2-0战胜马尔代夫和乌兹别克斯坦的资格赛取得胜利。	-11.0
1016	The VR sessions are designed to be brief, lasting only twenty minutes, to prevent any discomfort associated with the technology.	虚拟机会议设计简短,只持续二十分钟,以防止与技术相关的任何不便。	-15.0
1017	Aristorenas signed with United City in 2020, a club that had once been Ceres–Negros but had undergone a change in management.	阿里斯托雷纳斯于2020年与曾经是塞雷斯-内格罗斯的曼联签约,但已经经历过管理上的改变。	-8.0
1018	It is said that Chandramukhi's malicious spirit had attempted to take her revenge, and thus was contained in a room on the third floor with help from priests and sorcerers.	据说,钱德拉穆希的恶意精神企图报复她,因此被藏在第三层的一个房间里,得到了祭司和巫师的帮助。	-12.0
1019	After a few hundred meters, the vehicle was stopped near a maintenance door in the twenty-meter-high noise barrier along the A6 freeway at L'Haÿ-les-Roses, which the kidnappers had planned to use to escape, trapping them with a grenade to avoid being followed.	几百米后,该车在L'Haÿ-les-Roses的A6高速公路沿着20米高的噪音屏障的维修门附近停下来,绑架者计划用这种屏障逃跑,用手榴弹抓住他们,以免被追踪。	-11.0
1020	"Battle co-creator and frequent contributor John Wagner was eager to write the strip, recalling he was ""ready to go"" and ""was all for bashing the Argies"" at the time."	战斗共同创作者和频繁参与者约翰·瓦格纳(John Wagner)渴望写下这段经文,提醒他“准备好去”并且“当时都是为了打破阿尔吉斯”。	-22.0
1022	While a student at Kent State University, Jenkins was heavily involved with student media, writing for and managing the Daily Kent Stater and leading The Burr Magazine as editor-in-chief.	在肯特州立大学期间,詹金斯积极参与学生媒体工作,为《肯特州立日报》(Daily Kent Stater)撰写和管理,并担任《伯尔杂志》(The Burr Magazine)的主编。	0.0
1023	The third and four seed would play a one game wild card to advance to the semi-final matchup vs the two seed, which was also a best-of-one.	第三和四种种子将发挥一个游戏野生卡,前进到半决赛对阵两种种子,这也是最好的一个。	-25.0
1024	Badelic was first called up to the Philippine senior team in a September training camp that culminated in a friendly 2–0 win over the Maldives and a qualifier against Uzbekistan.	巴德利克在9月的一次训练营中首次被召入菲律宾高级队,在友谊赛中以2比0战胜马尔代夫,并获得对乌兹别克斯坦的资格赛。	-1.0
1025	The Mandapa has beautiful architectural representations of various forms of Vishnu and few scenes of Ramayana, Mahabharatha and Srimad Bhagavatham.	曼达帕拥有各种维斯努形状和拉马雅纳、马哈巴拉塔和斯里马德·布加瓦塔姆的几个场景的美丽建筑形象。	-25.0
1026	Steve Lacy won Best Progressive R&B Album with Gemini Rights and Robert Glasper won Best R&B Album with Black Radio III	史蒂夫·拉西(Steve Lacy)荣获《双胞胎权利》的最佳进步R&B专辑,罗伯特·格拉斯珀(Robert Glasper)荣获《Black Radio III》的最佳R&B专辑。	-15.0
1027	This is a list of songs that reached the top 10 on the Billboard Mainstream Top 40 (or Pop Airplay) chart in 2004.	這首歌在2004年登上了告示牌主流榜(英语:Billboard Mainstream Top 40)的第10名。	-21.0
1029	Among the tenants who had already signed a contract by this point were Salvador Colom, Goody's Department Stores, Radio Shack, Rave, Bakers, Flagg's, Gastón Bared, Mediavilla Travel, European Connection, Banco Nacional, Gretjeleen, lluminación and Taco Bell.	此前已经签订了合同的租户包括萨尔瓦多·科隆、戈迪的部门商店、广播电台、拉夫、贝克、旗舰、加斯顿巴雷德、媒体维拉旅行、欧洲连接、银行国家、格雷特杰伦、 lluminación 和塔科贝尔。	-25.0
1030	It was still classed as such in the County Development Plan 2022-2028 in which Natural Heritage Areas (NHAs) were specified as being:	该区在2022年至2028年区发展计划中仍然被列为这样,其中自然遗产(NHA)被列为:	-12.0
1031	14 June – South African soldiers invade Botswana and attack the headquarters of a South African anti-apartheid group in Gabarone.	6月14日 - 南非士兵入侵布茨瓦那,攻击南非反阿帕特海德组织总部在加巴隆。	-17.0
1032	Shadrack Fluellen Slatter (December 13, 1798 – July 5, 1861) was a 19th-century American slave trader and capitalist.	沙德拉克·弗萊倫·斯拉特(英语:Shadrack Fluellen Slatter,1798年12月13日-1861年7月5日)是一位19世紀美國奴隸貿易商和資本家。	-1.0
1033	As industry insiders read and responded to Clark's articles, it led to his first job in the bowling business as Chief Marketing Officer for the United States Bowling Congress (USBC) in 2005.	当业内人士阅读并回应克拉克的文章时,这导致他在2005年担任美国篮球代表大会(USBC)首席营销官的篮球业务。	-22.0
1034	Andrii Ivanovych Dubchak (Ukrainian: Андрій Іванович Дубчак, born 19 October 1976, Kalynivka, Vinnytsia Oblast) is a Ukrainian photographer, videographer, photojournalist, and war correspondent.	安德里伊·伊万诺维奇·杜布恰克(英语:Andrii Ivanovych Dubchak,1976年10月19日-)是一位乌克兰摄影师、摄影记者和战争记者。	-16.0
1035	Nebraska voters will elect state senators for the 25 odd-numbered seats of the 49 legislative districts in the Nebraska Unicameral.	内布拉斯加州选民将选出州参议员,选出内布拉斯加州 unicameral的49个立法区的25个奇数席位。	-10.0
1036	Several fires were started across Calcasieu, Sabine, Tangipahoa, and Vernon parishes, where an arrest was made in connection to the Vernon Parish fire.	卡尔卡西欧,萨比纳,坦吉帕霍亚和弗纳顿的教区发生了几起火灾,在那里因弗纳顿教区的火灾而被逮捕。	-5.0
1037	Sankaranarayanan has contributed to three official book publications of the Supreme Court of India, which includes The Constitution at 67 (2017), Courts of India: Past to Present (2016), and The Restatement of Contempt Law (2011).	桑卡拉·纳拉尼亚恩曾为印度最高法院出版了三部官方书籍,其中包括《印度宪法》(The Constitution at 67 (2017))、《印度法院:从过去到现在》(Courts of India: Past to Present (2016))和《蔑视法的恢复》(The Restatement of Contempt Law (2011))。	-16.0
1038	The earliest description of the Territory in print is thought to have appeared in the 1688 Historia de Yucathan by Diego López de Cogolludo, who credited this information to Bartolomé de Fuensalida, a Franciscan friar who himself likely first got it from an Itza delegation to Tipu in 1618.	印刷的领土最早的描述,据说出现在1688年,由Diego López de Cogolludo的Historia de Yucathan,谁信托了这个信息给Bartolomé de Fuensalida,一个法兰西的 friar谁自己可能第一次从一个Itza代表团到Tipu在1618年。	-25.0
1039	Vietnamese creation myths are mythological narratives recounting the origin of the universe, the world, and the origin of the Vietnamese people.	越南創作神話(英语:Vietnamese creation myths)是描述宇宙、世界和越南人民起源的神話故事。	-2.0
1040	With the computerization of exchanges and the transition to the telematic system, the Genoese stock exchange saw its last call on 28 February 1994 and the Sala delle Grida closed on 5 September 1998.	隨著交易所的電腦化和電視系統的遷移,日內瓦證券交易所於1994年2月28日舉行最後一次交易,並於1998年9月5日關閉Sala delle Grida。	-23.0
1041	Initiated in 2017, this partnership reflects GSM Group's objective of reducing cash transactions within its stores.	自2017年開始,GSM集團的計劃是減少在其商店內的現金交易。	-15.0
1042	As the horses continued to gallop toward a wagon waiting at a railway crossing, Albert jumped for his life from the carriage.	當馬繼續向一輛等待鐵路交叉的車輛滑動時,阿爾伯特一生從車輛上跳下來。	-17.0
1044	On the other hand, the finalists of the short film category received a total of ₱100,000 (US$1,785~) each for their finished films.	另一方面,短片类别的决赛选手获得了近10万美元(1785美元)的总额,每人为完成的电影。	-7.0
1045	He received the Patji-Dawes Language Teaching Award by the ARC Centre of Excellence for the Dynamics of Language in 2019 (the International Year of Indigenous Languages) for outstanding achievement, after being nominated by Gary Williams.	2019年,他被加里·威廉姆斯提名为ARC语言动力学卓越中心(英语:ARC Centre of Excellence for the Dynamics of Language)的帕奇-达威斯语言教学奖(英语:Patji-Dawes Language Teaching Award)。	-10.0
1046	That year she settled for a season in Vic, Barcelona, where she took courses to become a professional in chocolate skills.	同年,她在巴塞隆那的维克(Vic)定居了一个赛季,在那里她接受了职业巧克力技能的课程。	-1.0
1047	List of Samoa national rugby union players is a list of people who have played for the Samoa national rugby union team.	萨摩亚国家橄榄球联盟球员名单是为萨摩亚国家橄榄球联盟队踢过的人名单。	-5.0
1048	The VR sessions are designed to be brief, lasting only twenty minutes, to prevent any discomfort associated with the technology.	虚拟现实会议的设计是简短的,只持续20分钟,以防止与技术相关的任何不适。	-5.0
1051	Fonseca was a guest on the Twitch channel of the radio station, COPE, in which he dedicated himself to analyzing the most recent Spanish political events.	Fonseca是广播电台COPE的Twitch频道的客人,他专注于分析最近的西班牙政治事件。	-7.0
1052	On May 12, 2023, the Detroit Lions signed Gilmore to a three-year, $2.71 million contract as an undrafted free agent.	2023年5月12日,底特律狮子签署了吉尔莫尔为期3年的合同,价值270万美元,作为一个无情的自由代理人。	-15.0
1053	Therefore, the identity of both species needs revision and possibly a replacement name for the genus needs to be established.	因此,需要修改两种物种的标识,并且可能需要确定该物种的替代名称。	-6.0
1054	He received the Patji-Dawes Language Teaching Award by the ARC Centre of Excellence for the Dynamics of Language in 2019 (the International Year of Indigenous Languages) for outstanding achievement, after being nominated by Gary Williams.	他在2019年获得了ARC语言动态卓越中心(英语:ARC Centre of Excellence for the Dynamics of Language)的Patji-Dawes语言教学奖(英语:Patji-Dawes Language Teaching Award)。	-6.0
1055	Iza stated that the tour for her second studio album starts with a show at the first edition of The Town festival, on September 10th.	伊莎表示,她的第二张录音室专辑的巡演开始于9月10日在首届城市节的表演。	-5.0
1057	The industry-sponsored Insecticide Resistance Action Committee (IRAC) advises on the use of insecticides in crop protection and classifies the available compounds according to their chemical structures and mechanism of action so as to manage the risks of pesticide resistance developing.	该行业赞助的昆虫抵抗行动委员会(IRAC)建议在种植保护中使用昆虫剂,并根据其化学结构和行动机制分类可用的化合物,以便管理生长的农药抵抗风险。	-23.0
1058	Sankaranarayanan has contributed to three official book publications of the Supreme Court of India, which includes The Constitution at 67 (2017), Courts of India: Past to Present (2016), and The Restatement of Contempt Law (2011).	桑卡拉纳拉扬曾为印度最高法院出版三部正式书刊,包括《宪法第67》(2017年)、《印度法院:从过去到现在》(2016年)和《重申蔑视法》(2011年)。	-11.0
1059	Actors who play members of the Tate household include Robert Mandan as Jessica's husband Chester; Jennifer Salt, Diana Canova, and Jimmy Baio as their children, Eunice, Corinne and Billy; Arthur Peterson Jr. as Jessica and Mary's father, a retired U.S. Army major; and Robert Guillaume as the family butler Benson.	泰特家庭的演员包括罗伯特·曼丹(Robert Mandan)饰演杰西卡的丈夫切斯特;珍妮弗·索尔特(Jennifer Salt)、黛安娜·卡诺娃(Diana Canova)和吉米·拜奥(Jimmy Baio)饰演他们的子女欧妮丝(Eunice)、科琳娜(Corinne)和比利(Billy);亚瑟·彼得森(Arthur Peterson Jr.)饰演杰西卡和玛丽的父亲,退休的美国陆军少校;罗伯特·吉卢姆(Robert Guillaume)饰演家庭侍者本森(Benson)。	-4.0
1060	He later claimed he acquired these manuscripts from a mountaineer named Ygo Syka for 18 pesos and exchanged them for rare books being disposed of by the National Library in 1912.	他后来声称他从一个名叫Ygo Syka的山人那里购买了这些手稿,以18美分,并在1912年交换了这些书籍,这些书籍是由国家图书馆排放的。	-25.0
1061	Research findings based on lesion network mapping have been reported in major news outlets including the New York Times, Scientific American and USA Today and the term has been included in the New England Journal of Medicine's general medical glossary.	基于损伤网络地图的研究结果已被报道在包括纽约时报,科学美国和美国今天在内的主要新闻媒体,该术语已被纳入新英格兰医学期刊的通用医学词典。	-25.0
